,PC0,PC1,PC2,char
0,-0.7907996549288081,1.8916650898313827,0.2828687425012511,0
1,0.2092509144303293,1.8909951808112073,0.2682354569891322,1
2,0.20893784143976757,1.9003854329385013,0.3498458619382799,1
3,0.20900597854877395,1.8948960134040396,0.3281920344542049,1
4,0.20886699234471098,1.9231025625089813,0.30301434493371415,1
5,0.20941896310195046,1.8588908801079391,0.3270616213502963,1
6,0.20974699210543354,1.8365843536277722,0.284899378812593,1
7,0.20928963531734354,1.8721991055010816,0.34078478870650686,1
8,0.20989339149151096,1.8398559140392068,0.269892443638309,1
9,0.21000016246249928,1.8178283785783294,0.31518134800838776,1
10,0.21963216454011414,1.4547776881794556,0.19058798834366936,1
11,0.20427687031709438,2.3343539010792917,0.17670167808893245,1
12,0.20413388295638654,2.3405352661129615,0.2294536979531221,1
13,0.20017670916206157,2.725997031650084,0.20516051490098233,1
14,0.20426863312247936,2.3468458992354893,0.14208709525377677,1
15,0.20429047936529166,2.3389559098557338,0.16745113599952816,1
16,0.20404157321592958,2.364569400573513,0.20557264148110657,1
17,0.20431306470952715,2.3238622753889118,0.21717276187574588,1
18,0.2041499260904376,2.352041492875159,0.17487207399826882,1
19,0.2041987953512175,2.3531207163401637,0.17140542973530823,1
20,0.20352356817798656,2.3908744866248113,0.28156409260722914,1
21,0.20363301123870822,2.378746206783608,0.3203541353995061,1
22,0.20393722031083558,2.350978287155125,0.3608809391213794,1
23,0.2051311985847576,2.251020546790267,0.2530433624176324,1
24,0.20431392834919584,2.3126575321474334,0.34613096330045445,1
25,0.20516136025492818,2.257511650128566,0.21183257444797257,1
26,0.20431827715365888,2.321714068788916,0.3183907894530158,1
27,0.2049624118695984,2.271357626403919,0.24299097170157857,1
28,0.2050940244717224,2.263701963959212,0.231885684665554,1
29,0.2046962576635371,2.2908474708589908,0.286462638282145,1
30,0.20525742101633662,2.2394482917982863,0.2613550591728449,1
31,0.20585811931296244,2.1912588923206355,0.27874163584793527,1
32,0.20639719151854707,2.1381561648709138,0.29273336098700214,1
33,0.20599350327042562,2.174857091720144,0.2870416590452437,1
34,0.20621462281985664,2.15864748626865,0.2815116862125759,1
35,0.2062164318917961,2.154180027646123,0.30461874531998995,1
36,0.20644943484634945,2.1374642589366886,0.2832638673923577,1
37,0.20625371505330603,2.144369898266085,0.3163709633135195,1
38,0.20680104051718615,2.1058642218574017,0.2940718056292925,1
39,0.2064021395879404,2.146807264168107,0.28042589424412995,1
40,0.20616354073272322,2.166795689077183,0.2757263328549592,1
41,0.2067998851216841,2.1088352487643784,0.26933105061299745,1
42,0.20230734931514313,2.489698858567624,0.40027928462078294,1
43,0.20397840686180918,2.374173484957469,0.18595095202533077,1
44,0.20431732067301583,2.337471448061451,0.2540858944567308,1
45,0.20502283143279,2.2671574886663395,0.2717123285564629,1
46,0.20589642353452647,2.191632574189978,0.30466327734711685,1
47,0.20758909343131135,2.0253191196604434,0.3388187806835012,1
48,0.20746841821323334,2.0412439889864347,0.3891796489599006,1
49,0.20663370437716458,2.110789246699635,0.38626644070908633,1
50,0.20749959581866806,2.0297176136287995,0.5576613497831036,1
51,0.2085232382117756,1.9302464929766512,0.43171988468926425,1
52,0.20768250683992223,2.0137550207360864,0.4883828338106083,1
53,0.20614700383697096,2.12400146507011,0.6394414470121925,1
54,0.20895909531902446,1.905469609238542,0.709560961697931,1
55,0.207704580168044,2.0070618217453426,0.7615012838533435,1
56,0.2074800117960202,2.0323823663871665,0.7592177930977974,1
57,0.20822324909839734,1.97087101542004,0.6346613986308826,1
58,0.20731992533282134,2.0623618983423686,0.6414830537514797,1
59,0.20832648323319342,1.972547807436761,0.6383979712221637,1
60,0.2082831607056616,1.970924634399208,0.626218164918437,1
61,0.20754924989847545,2.025767898978047,0.7269004232735632,1
62,0.19465611691324242,3.057628711150001,0.7032230184119226,1
63,0.20795432692137747,2.0014761075691583,0.6420102836358449,1
